服务器 ID,玩家 ID,玩家信息,标题信息,附件资产信息,自定义
2092502,220131079,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2092602,220392936,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2092602,220286219,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2092602,220257994,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2092702,220479496,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":15}]"
2092702,220526640,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2092702,220471163,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2092702,220482807,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2092702,220389218,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":19}]"
2092802,220740454,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2092802,220856086,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2092802,220577834,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":17}]"
2092802,220622754,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":15}]"
2092802,220743555,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":15}]"
2092802,220568276,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2092802,220865127,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2092802,220778151,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2092802,220852404,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2092802,220568074,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2092902,220725620,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2600502,123929106,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2600502,123034587,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2608102,220218615,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":15}]"
2007202,7787494,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2010102,9492440,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2010102,6844884,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2010302,9257195,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2013402,9633396,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":15}]"
2013402,9580459,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2017802,12252590,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2019202,11185703,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2021902,15581627,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2022002,14594888,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2024402,21210005,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2025502,19334221,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2030502,23811967,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2032002,26644639,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2032402,27931306,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2041002,33654539,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2054202,46089616,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2055802,48954813,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2058302,52628839,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2062402,64135802,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2079102,203521644,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2089202,213150429,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
